id,site_eui
75907,52.78186329141397
75908,29.667116021561696
75909,35.987828234959636
75910,119.33412170410156
75911,35.660472862366134
75912,46.43852668076755
75913,21.202545693744526
75914,46.99039992788346
75915,39.74402686634579
75916,32.52127919972486
75917,35.64073514085345
75918,45.72536849975586
75919,60.42390379295176
75920,51.49011451078712
75921,55.83718644866411
75922,55.424921996165665
75923,42.16704239622601
75924,41.21845762012231
75925,40.808837890625
75926,79.02603643723393
75927,95.11647579294015
75928,107.13323856203118
75929,59.52140151751519
75930,137.2047497148352
75931,86.89337622524033
75932,41.703387158740384
75933,40.207958037335004
75934,39.93348452015448
75935,58.330680477649196
75936,136.67306807318283
75937,91.96025128274954
75938,80.95295994959116
75939,78.45861014593004
75940,61.896570368217965
75941,110.30179834618838
75942,107.46649631947145
75943,139.65392886356648
75944,77.39670342887484
75945,124.93084778288369
75946,123.46480886828317
75947,77.21600109870195
75948,122.97538233653376
75949,68.09171127079765
75950,271.4890411735664
75951,234.96393616617598
75952,123.76034709817844
75953,177.14682793159398
75954,113.88886173190747
75955,92.58795791307642
75956,55.06558825289727
75957,62.938647234697896
75958,43.179964959651784
75959,163.28600422161963
75960,67.56439510172328
75961,94.84957031625498
75962,110.86826243702899
75963,80.09407327110432
75964,57.417000355548396
75965,67.94657981991651
75966,121.04430702334832
75967,172.5841065706639
75968,79.21724214573652
75969,72.64384251414077
75970,93.41348781973278
75971,50.39833922690565
75972,101.29831160015061
75973,117.61603606979054
75974,39.82638808677871
75975,78.77867818040681
75976,120.61085373032392
75977,48.819671184036
75978,22.447329748143886
75979,22.462757710523363
75980,15.49853809711783
75981,9.651529074902726
75982,16.626027550859988
75983,56.48564940267602
75984,77.82932289548381
75985,23.580475684120074
75986,48.44403929293719
75987,12.889677770895503
75988,41.01048027528333
75989,45.1655912615343
75990,18.71224900593262
75991,62.58565902709961
75992,37.992943957114846
75993,64.63079899526963
75994,50.206177728508806
75995,107.41852789458562
75996,91.49171132724092
75997,30.090190887451172
75998,34.76670713394577
75999,35.9603116161926
76000,40.33426935044844
76001,22.57912773475846
76002,197.55082160655348
76003,22.028343385398784
76004,35.095952457235455
76005,78.20684024586984
76006,40.63673209834212
76007,27.21793866188591
76008,45.688967413258695
76009,26.929779351278455
76010,12.258112000224628
76011,35.31560031761484
76012,34.28118646486746
76013,32.15054438668227
76014,29.47203750370835
76015,62.94508945779717
76016,30.419480967668164
76017,44.36136130463558
76018,17.1584998060124
76019,21.802567451463858
76020,37.14116216181367
76021,30.755057359462796
76022,52.08940346657738
76023,8.910613936461772
76024,19.426229604913487
76025,47.72470104522665
76026,58.590470955916885
76027,21.920162095086937
76028,26.7887349435631
76029,140.73984946287618
76030,15.044292891978102
76031,17.514629735675783
76032,21.15482907631207
76033,16.519282909559877
76034,14.978756648368574
76035,37.18586730957031
76036,31.6640998950989
76037,15.552127917615337
76038,19.49137330887538
76039,12.906002140638066
76040,58.72014583984901
76041,24.696548195488276
76042,23.703615400014314
76043,28.24544228551906
76044,15.843217849731445
76045,25.92424142210325
76046,69.60308423550998
76047,43.54679366960676
76048,15.994176864624023
76049,32.09574484468607
76050,30.869422930207463
76051,23.38166404266923
76052,45.421236120693834
76053,20.042146216416313
76054,25.9055161842154
76055,13.235601110217317
76056,26.80475085737163
76057,12.797788899664113
76058,31.684287458803226
76059,21.51490946397024
76060,34.135351412380885
76061,22.25772279269472
76062,52.09492809984056
76063,10.208107907679079
76064,15.277103375151057
76065,34.50160022045026
76066,44.10795963421651
76067,22.64855396807178
76068,14.873915839074698
76069,17.47776019819696
76070,41.72022800130924
76071,16.471146883522124
76072,76.53588861790973
76073,19.830583130300795
76074,16.463114892085002
76075,64.34065215936704
76076,25.756358971582017
76077,17.777998674664673
76078,53.13045064102408
76079,115.2779604370092
76080,32.45910128308657
76081,16.278009690561817
76082,148.8359985987317
76083,85.88706362204681
76084,28.584045995912618
76085,15.615351688933117
76086,70.03572972152165
76087,43.756457983610915
76088,11.165497035128197
76089,27.474817477471277
76090,635.9554195863284
76091,217.7640208913558
76092,51.46791678473551
76093,85.05553851745447
76094,71.22453547337886
76095,155.9808138288659
76096,46.71625155153845
76097,42.01884379764641
76098,201.4225430639866
76099,58.29770414032396
76100,156.985125905499
76101,85.50205246960769
76102,33.61046835877596
76103,51.20845004819171
76104,83.53310018120652
76105,97.45838165283203
76106,37.40951919555664
76107,32.42547437258486
76108,37.26320700605521
76109,20.21038255439788
76110,24.51232583019953
76111,52.18628778463528
76112,28.461747442675232
76113,176.09484557346929
76114,73.22831302676423
76115,98.54286948410743
76116,39.54131105502802
76117,88.80888899349111
76118,24.408757265218185
76119,59.924741728349034
76120,46.27107127966815
76121,130.56617736816406
76122,59.301343145987346
76123,66.4316778536512
76124,51.15185732245254
76125,54.36587406767876
76126,91.06928733480078
76127,83.77493392679679
76128,77.21481205608103
76129,56.42699591460752
76130,93.17530749747476
76131,43.3851356364612
76132,17.44286093048646
76133,99.97222900390625
76134,50.923592062684975
76135,212.6680535678865
76136,121.68503817579415
76137,84.2701851069769
76138,45.87735598687772
76139,55.79474099206601
76140,42.2076202702433
76141,140.3655994306754
76142,53.730002962624894
76143,136.26537741322647
76144,171.1330925046878
76145,77.67973152422735
76146,242.77977271894162
76147,121.82573859385798
76148,87.57661617704213
76149,133.9608419761222
76150,45.44421948712608
76151,70.7264135714787
76152,96.55814518150845
76153,614.8731607671872
76154,45.024822475152064
76155,50.282326589059835
76156,56.071937837132
76157,69.67398761100145
76158,29.335917736158024
76159,58.955062309780885
76160,297.027668001017
76161,72.41719144574995
76162,242.12986538604343
76163,68.31942712490547
76164,103.55379223828135
76165,44.58950769844921
76166,49.04382704268994
76167,197.77448100654624
76168,78.85898241042423
76169,107.6170883178711
76170,88.12985326507129
76171,111.50101086903942
76172,86.34079418330947
76173,105.81776514592138
76174,255.88182881019515
76175,21.366990112004487
76176,30.670885582787378
76177,30.108015787298314
76178,54.79148538634405
76179,30.58223971810378
76180,86.0750113493782
76181,38.8995567384556
76182,50.45440696740894
76183,73.59415593012898
76184,52.600696879497434
76185,20.29724301808278
76186,78.18123274587754
76187,52.06833789526138
76188,42.48820314514836
76189,39.48735764065009
76190,57.23229115420622
76191,124.58754474550068
76192,59.934302129563434
76193,32.12147835535961
76194,139.05437657058718
76195,154.9581849879536
76196,115.61591522165003
76197,74.38248199920639
76198,17.915266887256962
76199,43.89133760608286
76200,39.517395888639044
76201,41.707414556990955
76202,90.10361947544737
76203,160.84924281779564
76204,102.60024403709804
76205,137.99426229309415
76206,99.75508028533704
76207,85.4453920352334
76208,43.20401097567196
76209,103.21458922749002
76210,273.0158113660474
76211,49.072969089459946
76212,67.06438399492504
76213,50.69226590405805
76214,41.44025796837718
76215,49.985223581848516
76216,117.70364506616119
76217,131.2203298185604
76218,63.88597813018163
76219,51.64447947352073
76220,113.9084583355405
76221,44.40486481348245
76222,32.31259472366406
76223,30.63737507333269
76224,119.21795216640999
76225,60.99244423335131
76226,82.739174165071
76227,120.72978837675117
76228,55.32977077957338
76229,119.85173761741572
76230,19.86148175411614
76231,111.50265907780278
76232,29.864394631049095
76233,76.97900395401052
76234,72.52791774993256
76235,37.902396918236775
76236,99.53227375982578
76237,75.54064806560865
76238,25.056521107453705
76239,110.3788964801742
76240,63.53754544861641
76241,92.86825613639161
76242,90.46271562051118
76243,50.92266082763672
76244,204.76685702718697
76245,216.36146120298628
76246,176.97709558909617
76247,111.94522654926686
76248,211.82811851735477
76249,105.11862182617188
76250,77.01076616275094
76251,95.41265869140625
76252,97.22068154070303
76253,131.53963685675427
76254,85.03176861782003
76255,98.99883270263672
76256,85.11157994088944
76257,154.61657139063442
76258,132.85582408005246
76259,84.8491549226078
76260,97.0414794201717
76261,34.21943112543835
76262,34.76342148165901
76263,88.3764036095252
76264,60.62823767135944
76265,181.98312782803902
76266,59.96546837154028
76267,114.078857421875
76268,51.68663771782121
76269,245.60499505214955
76270,124.90772247314453
76271,89.77204752046794
76272,63.528003351118855
76273,102.82964364360834
76274,154.87270939576587
76275,109.33786854014522
76276,84.26517781538604
76277,102.8372802734375
76278,138.28942157915498
76279,61.8145195736148
76280,143.54352001333763
76281,29.93430886857169
76282,70.64855382038019
76283,43.511308271284236
76284,52.732767413680506
76285,33.62950330801692
76286,104.59753422329857
76287,62.20774208753454
76288,46.482642274166096
76289,19.150774103889205
76290,165.8687935046429
76291,25.081124620665094
76292,65.56501680335265
76293,47.48404695541143
76294,54.11149668931671
76295,32.872318591994485
76296,42.1450083793564
76297,86.86578369140625
76298,67.55299325441467
76299,112.9874955907506
76300,23.979636733911605
76301,33.992466667226324
76302,26.778241209835926
76303,35.33547414220851
76304,45.38861361141852
76305,79.03132852887495
76306,15.750839581564378
76307,39.2551490882409
76308,29.93465173447379
76309,24.222812716533895
76310,57.1250488043749
76311,59.574491352965765
76312,75.09830384890381
76313,71.28379565263367
76314,70.68196531476303
76315,64.37357744663404
76316,164.80803464903823
76317,81.63501565545556
76318,117.27323150634766
76319,109.036949620852
76320,70.15619005851914
76321,84.34963826102666
76322,235.02654154744067
76323,113.88781794783222
76324,88.51235224504387
76325,86.5637415384632
76326,71.43834735876987
76327,67.54335495934606
76328,78.51303100585938
76329,68.06207879405542
76330,94.19420623779297
76331,63.03874788396786
76332,73.45762271428941
76333,68.59386801046264
76334,78.84479167409648
76335,87.76867325215204
76336,71.11126756715703
76337,103.15177917480469
76338,94.57294464111328
76339,57.34424581352357
76340,101.11095742544774
76341,74.03142899086646
76342,83.60183715820312
76343,35.221977445133746
76344,63.262172684636425
76345,111.26501232589857
76346,72.15474154679674
76347,107.28257685069184
76348,61.834840289667
76349,28.640597105759298
76350,69.61417730339144
76351,61.57122842012211
76352,75.59248352050781
76353,51.33022831178113
76354,68.61833211848636
76355,79.30586925673202
76356,40.574426444162384
76357,28.60590754586275
76358,59.74870867600595
76359,48.897781231438046
76360,69.2449310425024
76361,58.358859912371656
76362,66.02429744141614
76363,39.9497461239618
76364,17.68203716949847
76365,44.1629305333247
76366,67.10492311311793
76367,65.70313649918228
76368,80.69938820454627
76369,170.2835145246002
76370,72.45618454938301
76371,92.81780652508365
76372,25.310610212625193
76373,21.841816208851583
76374,60.70098347972112
76375,28.784537807426375
76376,12.727867238176373
76377,121.51621880778498
76378,104.72051605545789
76379,63.12338286286689
76380,63.88675107024068
76381,94.82097159329345
76382,43.20735456281949
76383,55.68507193971686
76384,55.23586378247842
76385,36.49569073245664
76386,30.607391217687677
76387,64.7040734345128
76388,274.38934369538094
76389,66.68220415429028
76390,50.52047026346605
76391,51.706016849962396
76392,67.11862287165263
76393,88.26680045739744
76394,25.562756858943544
76395,10.237368674994798
76396,25.32139624914356
76397,40.306696502960506
76398,22.32944399898804
76399,38.056859154653466
76400,29.079743509161744
76401,62.19886559983587
76402,78.18855326255238
76403,83.17235154919035
76404,47.741042341366665
76405,520.7580925484393
76406,68.52840884441196
76407,74.64031195601297
76408,77.03519048224683
76409,15.532702461120095
76410,106.74559629430115
76411,54.14684823883675
76412,78.89982801570426
76413,108.58172981738659
76414,59.809377255243476
76415,69.65829800924018
76416,81.19277215496538
76417,57.19135886177418
76418,113.61031842490576
76419,73.69242873632987
76420,68.57032720894455
76421,55.46060812402567
76422,89.36876346290984
76423,67.99020451561472
76424,65.70276845192137
76425,48.42206378273471
76426,158.87678259285826
76427,81.75575177188045
76428,70.91476138539838
76429,93.1512170808706
76430,64.71438239163012
76431,68.83767659505179
76432,64.6764992616159
76433,72.21924485820273
76434,92.03091430664062
76435,64.65769376436083
76436,54.79100073278278
76437,116.50746786465339
76438,62.88961353716553
76439,56.51830372964548
76440,73.36946337018264
76441,73.59307013391833
76442,55.91102981567383
76443,46.68709076296551
76444,95.2796842058458
76445,81.6386839255502
76446,67.78495544112451
76447,63.89317905943631
76448,83.70826603023801
76449,49.58258709573619
76450,65.60255047621229
76451,101.6118865585085
76452,56.007791806036664
76453,80.83788833339082
76454,56.36925637888322
76455,37.21323208972734
76456,55.77950671481943
76457,65.48109269081158
76458,65.32246735674653
76459,53.72417498419509
76460,93.53165981751573
76461,55.42492811804448
76462,40.48396292840317
76463,54.273967203704046
76464,80.11188507080078
76465,90.03030068083217
76466,99.12535646369116
76467,74.83431905779923
76468,110.32726181503688
76469,41.1321627234654
76470,43.344290391378536
76471,86.25431091725306
76472,75.7404458183629
76473,97.97566857667147
76474,182.77986272511407
76475,80.99237857501896
76476,63.92856236458499
76477,33.07402319376308
76478,69.71953904477897
76479,74.86713590886296
76480,86.84099581086451
76481,76.81225720572195
76482,64.53881926669186
76483,93.9412219311364
76484,56.1404837872916
76485,64.11075271260137
76486,69.67056930631412
76487,60.1879889845265
76488,64.76446638308698
76489,63.15948553882066
76490,61.520680842702745
76491,60.42212640265194
76492,83.37543738476325
76493,85.60278863312669
76494,70.73386037137902
76495,52.463736478296255
76496,81.5882133069374
76497,117.14100913443798
76498,89.52104756948825
76499,70.63396314072759
76500,55.46536038383556
76501,85.31267739711035
76502,66.89808953952826
76503,62.74382712949057
76504,67.88058220524022
76505,58.0638919124375
76506,63.48718321884786
76507,46.578980413977774
76508,75.21936805592435
76509,102.83905059035033
76510,73.68515192966578
76511,129.0756690024154
76512,131.2681824418433
76513,85.92525390076855
76514,78.10058054523768
76515,68.70804803418571
76516,64.0332081021919
76517,51.2198036076644
76518,61.418148040771484
76519,54.872314209506726
76520,73.56405042851333
76521,70.1707561074237
76522,85.43015890371635
76523,68.10794131928509
76524,56.74142064366322
76525,31.022874716345825
76526,91.84813387496257
76527,71.59949569239075
76528,71.22988622244088
76529,49.17148011170457
76530,83.73829700906879
76531,49.23614049953733
76532,104.14845926867605
76533,85.75777457991637
76534,73.12469734301112
76535,93.05653227800605
76536,72.48455898478068
76537,95.40221151308481
76538,85.8806204560911
76539,58.76753418280782
76540,60.99348870296507
76541,60.70847635603286
76542,73.48686805666557
76543,65.77165891216089
76544,69.44454700891498
76545,55.71918776052212
76546,72.43734932524097
76547,89.40959279743731
76548,56.12086083703463
76549,101.46382082586678
76550,103.19523285986361
76551,115.37409094135637
76552,89.08454998997848
76553,98.13287621453674
76554,56.3577283526173
76555,85.15394838858714
76556,72.01857305726162
76557,64.59502094721915
76558,152.9106788416675
76559,61.83136361111707
76560,58.76270041300381
76561,96.67240473062532
76562,34.89829607389123
76563,53.638733882356746
76564,73.29798575053519
76565,58.352619688633695
76566,90.81051462140283
76567,62.34407154087626
76568,66.9672066908708
76569,61.903744650456474
76570,92.14900764810761
76571,93.88216833149124
76572,76.25321157887754
76573,53.234819525061596
76574,60.32141139914978
76575,68.27573751166295
76576,105.443729569646
76577,93.22574693736209
76578,61.719000021150634
76579,101.10481514611155
76580,77.36983790436443
76581,92.95502428765843
76582,68.03403993430254
76583,68.24732569500719
76584,53.38162009875924
76585,82.68329256669631
76586,59.98895814708487
76587,91.0873676540586
76588,64.07009368380659
76589,86.72262447707465
76590,74.87386574085093
76591,76.96356921205268
76592,97.89090728759766
76593,70.8957058380742
76594,124.71194450610034
76595,114.80779382989988
76596,64.00188299746253
76597,64.04382524832681
76598,60.0350526281577
76599,96.50910230165005
76600,79.78077309376323
76601,74.4134746167565
76602,63.89068701464032
76603,84.91370356589897
76604,82.14812348968411
76605,63.361146456586255
76606,77.27473229570762
76607,81.76324439603388
76608,63.691966298020475
76609,77.41235146492897
76610,78.22785403492367
76611,99.53867425142124
76612,70.26411222482511
76613,89.11986315574575
76614,80.5470626107982
76615,83.2521002708379
76616,66.65277663314441
76617,65.90771267330751
76618,87.61868840053154
76619,63.53800576349386
76620,41.35383550728534
76621,65.04206663268792
76622,85.10772861406195
76623,63.88010772455317
76624,68.66517973605602
76625,110.89705169093816
76626,55.88051294120771
76627,137.4166259765625
76628,70.58461219353762
76629,68.86291407943543
76630,97.26081493730135
76631,104.02571884686705
76632,94.90033522163958
76633,69.11494854534158
76634,57.00617195435757
76635,76.73996488699072
76636,44.103387587676366
76637,65.68802874863997
76638,50.77117178673626
76639,71.45056585513913
76640,85.52699339923447
76641,77.4805606675078
76642,62.25408531200344
76643,63.4744827204662
76644,72.53419601165967
76645,121.4850445100924
76646,55.31766153203466
76647,54.77602455855248
76648,88.82552234148437
76649,87.93167165805346
76650,88.02582996105605
76651,95.16667624513684
76652,84.77406346531507
76653,43.272097071487735
76654,60.979356660921496
76655,32.23053136894697
76656,97.23364880978602
76657,79.4459228515625
76658,64.91829521013796
76659,63.243135720247494
76660,81.04201526745038
76661,84.46009854895573
76662,71.84811401367188
76663,56.790082843578375
76664,73.13844908011197
76665,75.67583931852619
76666,71.0066022124243
76667,47.055474959913056
76668,108.94069224719675
76669,120.26112611474451
76670,96.92343186145962
76671,88.73362278103758
76672,58.119499997710136
76673,59.70743942260742
76674,54.339237213134766
76675,68.23007174328438
76676,58.07323726255726
76677,88.00640446679535
76678,60.80482987507139
76679,108.14816066408156
76680,55.62660583374537
76681,71.78336035148936
76682,73.92279979776583
76683,110.15852827697421
76684,146.39787468542318
76685,67.04904019198324
76686,96.19827661725401
76687,80.1313145611669
76688,81.34615913555774
76689,60.04225326919811
76690,51.00222429250812
76691,52.463911423882905
76692,50.584966091276954
76693,59.41429477429483
76694,54.556004178361945
76695,55.64311204271456
76696,67.54129554676666
76697,90.59616584772851
76698,61.520828978659495
76699,77.82457731542848
76700,73.05673395267223
76701,79.69319418609678
76702,35.55828652036274
76703,67.30794359017887
76704,35.77903041830223
76705,72.97004280638038
76706,97.10349486329528
76707,81.32344951787508
76708,68.82056114516314
76709,84.89909228040813
76710,23.608620467241508
76711,74.831059684362
76712,65.52684659396806
76713,74.37522563256914
76714,114.89056516110838
76715,97.2008262717124
76716,87.25787137484372
76717,57.93010820527462
76718,84.29253227569632
76719,115.37995183850546
76720,73.67152578176905
76721,99.04872335988176
76722,63.12183863285651
76723,52.12762055064138
76724,81.47507133670439
76725,74.27714129416182
76726,40.593408227652674
76727,66.79617800901599
76728,48.816716776801854
76729,75.19003344242424
76730,71.62417536483616
76731,64.80502609910548
76732,73.58781279307732
76733,100.56939360029031
76734,75.70699599124589
76735,59.485196823887065
76736,47.82765977454329
76737,80.626471132794
76738,55.97762034645581
76739,79.07848662016886
76740,71.10949381674533
76741,89.07769243464736
76742,71.38963170225844
76743,76.02550342454253
76744,89.94223636466933
76745,80.22188888443281
76746,87.80166496161166
76747,84.46382190329899
76748,74.0353044898315
76749,89.13553095765684
76750,153.91699783886384
76751,97.62360369921277
76752,73.17637861548394
76753,58.18667259981322
76754,83.98014553664774
76755,69.88445788043094
76756,81.98802275514146
76757,74.14341487536183
76758,57.741579256865464
76759,50.80227970278895
76760,86.59687570747684
76761,59.51244118112271
76762,53.653073134347494
76763,68.34531917361863
76764,66.61871291221138
76765,77.78305053710938
76766,57.73907353406537
76767,60.33211934031823
76768,57.14068719997158
76769,56.47565108098962
76770,89.38360644879708
76771,32.37628042131371
76772,95.01943701251531
76773,33.95900474828369
76774,49.57926763331034
76775,25.197635485588307
76776,31.160206059474945
76777,41.49834060668945
76778,34.221910079571046
76779,90.79023561309197
76780,26.041230032478097
76781,30.1325144512802
76782,24.514444196472823
76783,40.225843027303995
76784,46.47739237474349
76785,55.93523226482438
76786,59.99830080550652
76787,41.72619423597723
76788,12.481345522508377
76789,66.49670842935234
76790,41.7438706902056
76791,29.627558942498922
76792,57.0361201895397
76793,32.908139207244915
76794,34.6533071627303
76795,36.10363382391233
76796,50.27834466552156
76797,48.9104379588797
76798,35.84042968394431
76799,93.88353777121443
76800,37.18661821574966
76801,29.068348849985057
76802,36.98639833334511
76803,36.8201434993486
76804,47.85777451217126
76805,48.94017747361033
76806,49.441312707706516
76807,36.568332548839294
76808,53.92354479674435
76809,39.06287822354335
76810,42.28569731538681
76811,60.64112456485515
76812,35.31070485519069
76813,49.81809011713682
76814,34.70598039000265
76815,60.34037796721117
76816,28.099875256033442
76817,36.93947639304275
76818,57.16366575335593
76819,44.246126808186716
76820,53.735009963648906
76821,39.307969346231346
76822,37.146566091320096
76823,33.92704553343145
76824,34.52761040049279
76825,45.50387454342916
76826,42.75598024135883
76827,50.58748266197472
76828,28.10251328277195
76829,50.04126598074407
76830,43.91721927417382
76831,36.737780245774616
76832,61.38978665795821
76833,39.64832944139846
76834,48.07717348753823
76835,47.285606893339775
76836,60.75867951498384
76837,30.88079143735689
76838,35.15830320289194
76839,40.93009635071587
76840,63.32886177355857
76841,20.175113721394098
76842,36.008257240231444
76843,57.917509839961724
76844,115.82891091776816
76845,50.017878168558866
76846,51.38486984243599
76847,45.45219096210292
76848,37.40773391723633
76849,39.03701940113808
76850,41.28972584992022
76851,42.88839484038084
76852,50.24150816724779
76853,34.617473468431456
76854,87.40595331152883
76855,45.603660081730936
76856,21.30825217776527
76857,44.62646363352394
76858,48.436412278257194
76859,35.674677958525535
76860,72.34970068125011
76861,50.00227402116025
76862,57.24524189305606
76863,76.40219276695814
76864,46.89035415649414
76865,40.884420084161775
76866,65.2418929735137
76867,44.197340097540234
76868,34.60376978132223
76869,38.250792536638244
76870,36.88610920760112
76871,24.959126325201282
76872,36.53039579697298
76873,52.27614121215669
76874,86.34332900083098
76875,61.915008544921875
76876,45.42575454711914
76877,35.32255689808733
76878,73.1667190218239
76879,65.38180592628976
76880,19.420308969678842
76881,19.604484302823096
76882,40.94141627089539
76883,50.01407774416691
76884,27.302043052763622
76885,57.614728882394274
76886,27.756434976312846
76887,64.94979512252883
76888,72.12816327975156
76889,27.831838185694096
76890,58.63997843832982
76891,32.788649614828955
76892,22.158099877364634
76893,87.80186383836491
76894,54.94623250676398
76895,64.11090987613107
76896,50.85259906225559
76897,45.80332930525219
76898,95.45941901691589
76899,51.20825890602168
76900,39.26793187791475
76901,60.69451682016455
76902,28.478355799638337
76903,46.73808266212666
76904,23.062075224633986
76905,51.791571774816475
76906,50.510423853657926
76907,-25.67426872253418
76908,35.75056286119354
76909,74.79588946429988
76910,29.57632193531657
76911,96.15034891586942
76912,33.29343836892497
76913,37.7824253672365
76914,78.35046929782459
76915,51.37966644040421
76916,57.674453523092325
76917,135.388105481203
76918,53.80684787263215
76919,46.75725430900445
76920,15.498330974373403
76921,29.619474484450393
76922,63.36515980887202
76923,38.517459355173
76924,41.354071666561026
76925,72.02569022282347
76926,25.3504209672264
76927,59.239536966648814
76928,63.51702580436557
76929,32.499536081516396
76930,57.70190670946943
76931,78.06543287589489
76932,47.74382233829351
76933,31.47724651798046
76934,37.571872892273234
76935,22.7288685846479
76936,47.14945968098772
76937,59.15687204010948
76938,46.824445571894785
76939,18.784532637730933
76940,72.1110330650381
76941,55.58819825792989
76942,48.33349284788932
76943,48.30353515431676
76944,40.12353864729084
76945,54.75647448437593
76946,39.40844704831426
76947,59.26144393881617
76948,38.544682084033525
76949,86.72823111467602
76950,44.04540548920255
76951,68.65759246875331
76952,60.757938385009766
76953,60.28793538785504
76954,31.345191859084878
76955,103.52687993160583
76956,62.616953268955
76957,32.44464766457668
76958,47.755570736828076
76959,67.85308782704499
76960,51.39071147379951
76961,73.71495587817031
76962,61.65443355174375
76963,36.339148594626295
76964,37.599891662597656
76965,72.28819827313401
76966,61.17340181559479
76967,47.701526731988054
76968,70.74153293779642
76969,126.3714869045956
76970,68.54405988949333
76971,29.084602320755664
76972,55.37766053117059
76973,102.2498296816836
76974,42.77658550143275
76975,37.62144775737215
76976,60.61744326885298
76977,60.21575633532507
76978,55.417091317565394
76979,46.345887739450234
76980,43.88320493082256
76981,26.611057780735507
76982,26.140927491091247
76983,32.728553771972656
76984,221.2931249010549
76985,60.79735153500377
76986,49.388403244933045
76987,37.561606340338756
76988,44.2688741060968
76989,51.27073560616367
76990,100.82918548583984
76991,67.54671704581659
76992,23.969940062695173
76993,30.667338757070468
76994,52.192203164861155
76995,42.57265887995209
76996,38.117898804811716
76997,53.80038544027428
76998,29.46191355401521
76999,66.84503213890292
77000,12.83144553311945
77001,66.46970914097506
77002,67.32843035274232
77003,36.54848462011688
77004,44.49823265184614
77005,44.15765760216891
77006,49.24765352155907
77007,42.232472657844596
77008,40.82789905229379
77009,24.64193689128058
77010,29.528196782044574
77011,56.159576083971785
77012,48.00020373642627
77013,17.989459497487644
77014,27.91287250458487
77015,29.0267943074266
77016,55.26808132117338
77017,160.29571213575662
77018,53.534311653092686
77019,139.6784185730715
77020,38.950363398963304
77021,57.90190586824423
77022,57.862225294667326
77023,39.108410803260085
77024,43.14688353753644
77025,46.1943539736601
77026,30.75477975605463
77027,29.758612915009735
77028,42.61527834324369
77029,25.136186869234564
